year,set_num,name,parent_theme_name,num_parts
2009,3596-1,Muck Can Do It,Minecraft,39
2009,3597-1,Lofty and Dizzy Hard at Work,Minecraft,51
2005,3598-1,XXL 2000 Canister,Basic Model,2000
2005,3599-1,XXL 250 Canister,Batman,250
1970,3-6,Medium House Set,Legoland,158
2005,3600-1,Build Your Own House Tub,Basic Model,1201
1974,360-1,Gravel Quarry,Island Xtreme Stunts,211
1981,3601-1,Elton Elephant,Vehicle,7
1980,3602-1,Bianca Lamb and Stroller,Vehicle,4
1981,3603-1,Boris Bulldog and Mailbox,Vehicle,4
1980,3604-1,Marc Monkey and Wheelbarrow,Vehicle,4
1980,3605-1,Ricky Racoon and his Scooter,Vehicle,2
2002,3605-2,Birthday Party (Explore),Mixels,9
2002,3606-1,Go-Kart Transport (Rescue Service) (Explore),Mixels,6
2002,3607-1,Police Action (Explore),Promotional,7
2002,3608-1,Playground,Mixels,19
2002,3609-1,Beach House,Mixels,5
2002,3610-1,Campsite (Explore),Mixels,8
1974,361-1,Tea Garden Cafe with Baker's Van,Hobby Sets,214
2002,3611-1,Road Worker (Explore),Juniors,11
1979,361-2,Garage,Classic Town,79
2002,3612-1,Wild Animals (Explore),Juniors,32
1971,361-3,Tow Truck Kit,Legoland,23
2002,3613-1,Fire Rescue (Explore),Juniors,29
2002,3614-1,Racing (Explore),Mixels,29
1981,3615-1,Percy Pig's Wheelbarrow,Vehicle,6
2002,3615-2,Theatre Stories (Explore),Super Heroes,38
2001,3616-1,On the Move Police Station (Explore),Promotional,13
2002,3617-1,On the Move Hospital (Explore),Juniors,12
2002,3618-1,Family Farm (Explore),Juniors,52
2002,3619-1,Traffic Town (Explore),Mixels,73
2002,3620-1,Playhouse (Explore),Elves,82
1975,362-1,Windmill,Hobby Sets,211
2002,3621-1,Polar Animals (Explore),Juniors,26
1988,3622-1,Rowboat,Vehicle,14
1988,3623-1,Beauty Salon,Vehicle,25
1985,3624-1,Flower Car,Vehicle,27
1985,3625-1,Aeroplane,Vehicle,9
1983,3626-1,Roger Raccoon's Sports Car,Vehicle,17
1983,3627-1,Bonnie Rabbit's Flower Truck,Vehicle,25
1981,3628-1,Perry Panda & Chester Chimp,Vehicle,5
1981,3629-1,Barney Bear,Vehicle,17
1984,3630-1,Sports Airplane,Vehicle,9
1975,363-1,Hospital with Figures,LEGO Brand Store,229
1985,3631-1,Orchestra,Vehicle,32
1986,3633-1,Motor Boat,Vehicle,14
1980,3634-1,Charlie Crow's Carry-All,Vehicle,18
1981,3635-1,Bonnie Bunny's Camper,Vehicle,31
1987,3636-1,Bedroom,Vehicle,22
1983,3637-1,Gertrude Goat's Painter's Truck,Vehicle,15
1983,3638-1,Buster Bulldog's Fire Engine,Vehicle,19
1984,3639-1,Police Car,Vehicle,12
1975,364-1,Harbour Scene,LEGO Brand Store,515
1985,3641-1,Car & Camper,Vehicle,25
1985,3642-1,Fire Engine,Vehicle,18
1985,3643-1,Police Car,Vehicle,12
1986,3644-1,Mayor's Car,Vehicle,12
1987,3645-1,Classroom,Vehicle,26
1988,3646-1,Kitchen,Vehicle,55
1989,3647-1,School Room,Vehicle,44
2011,3648-1,Police Chase,Town,173
1975,365-1,Wild West Scene,Legoland,591
1990,365-2,Build-N-Store Chest,Service Packs,339
1982,3654-1,Country Cottage,Vehicle,44
2003,3655-1,Fire Action (Explore),Juniors,11
2003,3656-1,Police Action (Explore),Promotional,32
2003,3657-1,Fire Fighters (Explore),Juniors,40
2011,3658-1,Police Helicopter,Town,236
1987,3659-1,Play Ground,Vehicle,17
1985,3660-1,Fisherman's Cottage,Vehicle,28
1981,366-1,Basic Set,Town,186
2011,3661-1,Bank & Money Transfer,Town,408
1987,3662-1,Bus,Vehicle,33
1989,3663-1,Max Mouse's Carousel,Vehicle,24
1984,3664-1,Police Station,Vehicle,63
1980,3665-1,Ice Cream with Scooter,Vehicle,38
1982,3666-1,Petrol Station,Vehicle,29
1982,3667-1,Bakery,Vehicle,63
1986,3668-1,Merry-Go-Round,Vehicle,49
1982,3669-1,Fire & Police Station,Vehicle,33
1984,3670-1,Service Station,Vehicle,54
1975,367-1,Moon Landing,Legoland,363
1984,3671-1,Airport,Vehicle,55
1982,3672-1,Hotel / Restaurant,Vehicle,71
1985,3673-1,Steamboat,Vehicle,64
1987,3674-1,Bonnie Bunny's New House,Vehicle,42
1987,3675-1,General Store,Vehicle,106
1989,3676-1,Catherine Cat's Fun Park,Vehicle,47
2011,3677-1,Red Cargo Train,Christmas,826
1982,3678-1,The Fabuland House,Vehicle,114
1986,3679-1,Mill with Shop,Vehicle,80
1988,3680-1,Camping Caravan,Vehicle,25
1976,368-1,Taxi Station,Hobby Sets,156
1985,3681-1,Amusement Park,Vehicle,104
1987,3682-1,Fire Station,Vehicle,153
1988,3683-1,Amusement Park,Vehicle,95
1976,369-1,Coast Guard Station,Inventor,273
1976,370-1,Police Headquarters,Legoland,300
1982,3701-1,Fisherman Cornelius Cat,Vehicle,3
1982,3703-1,Peter Pig the Cook,Vehicle,3
1982,3704-1,Marjorie Mouse,Vehicle,3
1982,3706-1,Elmer Elephant,Vehicle,3
1982,3707-1,Clover Cow,Vehicle,3
1982,3708-1,Rufus Rabbit,Vehicle,4
1983,3709-1,"Henry Horse, Carpenter",Vehicle,3
1983,3710-1,Peter Panda Takes a Bath,Vehicle,3
1971,371-1,Tipper Truck,Island Xtreme Stunts,47
1984,3711-1,Pierre Pig and His Tuba,Vehicle,5
1967,371-2,Motorized Truck Set,Town,314
1984,3712-1,Robby Rabbit and Accordion,Vehicle,5
1977,371-3,Seaplane,Hero Factory,115
1984,3713-1,Drummer Gabriel Monkey,Vehicle,8
1985,3714-1,Bricklayer Oscar Orangutan,Vehicle,9
1985,3715-1,Flower Stand,Vehicle,20
1985,3716-1,Office,Vehicle,10
1985,3717-1,Fisherman,Vehicle,10
1986,3718-1,Small Cafe,Vehicle,5
1987,3719-1,Bus Stop,Vehicle,5
1977,372-1,Texas Rangers,Legoland,254
1988,3721-1,Clive Crocodile on Skateboard,Vehicle,13
1971,372-2,Tow Truck,Legoland,53
1998,3722-1,"Treasure Tomb, TRU exclusive",Jack Stone,164
2000,3723-1,Lego Minifigure,Indiana Jones,1849
2001,3724-1,Lego Dragon,Indiana Jones,1538
2003,3725-1,1 x 2 Brick Light Gray,Harry Potter,100
2003,3726-1,1 x 2 Brick Dark Gray,Harry Potter,100
2000,3727-1,1 x 2 Brick Tan,Harry Potter,100
2000,3729-1,2 x 4 Dark Gray Bricks,Harry Potter,50
2000,3730-1,2 x 4 Tan Bricks,Harry Potter,50
1977,373-1,Offshore Rig with Fuel Tanker,LEGO Brand Store,459
2000,3731-1,Pumpkin Pack,Advent,87
1971,373-2,Ambulance,LEGO Brand Store,65
2000,3732-1,Castle Expander Pack,Harry Potter,24
2000,3733-1,Gray Windows with Clear Panes,Harry Potter,20
2000,3734-1,Train Windows with Panes Blue,Harry Potter,20
2000,3735-1,Grey Train Doors with Panes,Harry Potter,20
2000,3736-1,Blue Train Doors with Panes,Harry Potter,20
2000,3737-1,Train Accessories,Harry Potter,15
2000,3738-1,Large Spruce Trees,Harry Potter,10
2002,3739-1,Blacksmith Shop,Castle,629
2001,3740-1,Small Locomotive,Advent Sub-Set,66
1978,374-1,Fire Station,City,335
2001,3741-1,Large Locomotive (base unit without color trim elements),Advent Sub-Set,91
1971,374-2,Fire Engine,LEGO Brand Store,73
2001,3742-1,Tender Basis (without color trim elements),Advent Sub-Set,41
2001,3743-1,Locomotive Blue Bricks,Advent Sub-Set,106
2001,3744-1,Locomotive Green Bricks,Advent Sub-Set,106
2001,3745-1,Locomotive Black Bricks,Advent Sub-Set,106
2001,3746-1,Locomotive Brown Bricks,Advent Sub-Set,106
2001,3747-1,Locomotive Gray Bricks,Advent Sub-Set,106
2001,3748-1,Light Unit for Train,Service Packs,4
2001,3750-1,Life on Mars Accessories,Primo,48
2003,3751-1,1 x 2 Brown Bricks,Harry Potter,100
1978,375-2,Castle,Mini,774
2002,3752-1,1 x 6 Brown Bricks,Harry Potter,50
1971,375-3,Refrigerator Truck and Trailer,Legoland,127
2003,3753-1,2 x 2 Brown Bricks,Harry Potter,100
2003,3754-1,2 x 4 Brown Bricks,Harry Potter,50
2003,3755-1,2 x 4 Roof Tile Brown,Harry Potter,50
2003,3756-1,2 x 4 Brown Ridge Roof Tiles Steep Sloped,Harry Potter,25
1998,3758-1,35th Anniversary Bucket,Town,600
1998,3759-1,35th Anniversary Tub,Town,1200
1998,3760-1,35th Anniversary Bucket,Dino 2010,417
1971,376-1,Low-Loader with Excavator,Island Xtreme Stunts,91
1998,3761-1,35th Anniversary Tub,Dino 2010,842
1978,376-2,Town House with Garden,City,244
1998,3762-1,Bucket,Batman,71
2002,3763-1,35 Year Anniversary Tub,Batman,142
2005,3770-1,My First Train,Mixels,12
1978,377-1,Shell Service Station,City,190
2005,3771-1,Train Starter Set,Mixels,67
1971,377-2,Crane with Float Truck,Island Xtreme Stunts,90
2005,3772-1,Deluxe Train Set,Mixels,111
2005,3773-1,Level Crossing,Mixels,14
2005,3774-1,Bridge,Mixels,26
2005,3775-1,Points,Mixels,2
2005,3778-1,Station,Mixels,46
1972,378-1,Tractor,Legoland,36
1982,3781-1,Maximillian Mouse,Vehicle,5
1982,3782-1,Photographer Patrick Parrot,Vehicle,5
1982,3784-1,Hugo Hog the Tinker,Vehicle,5
1982,3786-1,Buzzy Bulldog the Postman,Vehicle,7
1983,3787-1,"Hannah Hippopotamus, Gardener",Vehicle,15
1983,3788-1,Paulette Poodle's Living Room,Vehicle,15
1984,3789-1,Police Motorcycle,Vehicle,7
1979,379-1,Bus Station,Classic Town,178
1984,3791-1,William Walrus,Vehicle,7
1972,379-2,Car and Caravan,Legoland,93
1985,3792-1,Bedroom,Vehicle,16
1985,3793-1,Buzzy Bulldog's Mailbox,Vehicle,12
1985,3794-1,Police Motorcycle,Vehicle,16
1985,3795-1,Kitchen,Vehicle,29
1986,3796-1,Small Bakery,Vehicle,31
1987,3797-1,Fire Chief Barty Bulldog,Vehicle,9
1988,3798-1,Hanna's Garden,Vehicle,25
1971,3-8,Mini-Wheel Model Maker No. 3,Legoland,67
2001,3800-1,Ultimate Builders Set,Harry Potter,322
1971,380-1,Village Set,Hobby Sets,7
2000,3801-1,Ultimate Accessories,Harry Potter,45
1999,3803-1,Robotics Invention System Upgrade Kit (1.5),Harry Potter,69
2001,3804-1,"Robotics Invention System, Version 2.0",Harry Potter,720
2002,3805-1,Robotics Invention System Upgrade Kit (2.0),Harry Potter,1
2002,3806-1,Gigamesh G60,Service Packs,245
2002,3807-1,Snaptrax S45,Service Packs,202
2002,3808-1,Shadowstrike S70,Service Packs,236
2002,3809-1,Technojaw T55,Service Packs,262
1973,381-1,Lorry and Fork Lift Truck,Island Xtreme Stunts,86
1979,381-2,Police Headquarters,City,372
2011,3815-1,Heroic Heroes of the Deep,Pirates of the Caribbean,95
2011,3816-1,Glove World,Pirates of the Caribbean,168
2012,3817-1,The Flying Dutchman,Pirates of the Caribbean,241
2012,3818-1,Bikini Bottom Undersea Party,Pirates of the Caribbean,469
1973,382-1,Breakdown Truck and Car,Legoland,91
2006,3825-1,Krusty Krab,Pirates of the Caribbean,297
2006,3826-1,Build-A-Bob,Pirates of the Caribbean,444
2006,3827-1,Adventures in Bikini Bottom,Pirates of the Caribbean,579
2006,3828-1,Air Temple,Aquazone,400
2006,3829-1,Fire Nation Ship,Aquazone,724
2008,3830-1,The Bikini Bottom Express,Pirates of the Caribbean,209
1973,383-1,Truck with Excavator,Island Xtreme Stunts,102
2008,3831-1,Rocket Ride,Pirates of the Caribbean,278
1979,383-2,Knight's Tournament,Mini,210
2008,3832-1,The Emergency Room,Pirates of the Caribbean,235
2009,3833-1,Krusty Krab Adventures,Pirates of the Caribbean,208
2009,3834-1,Good Neighbors at Bikini Bottom,Pirates of the Caribbean,423
2009,3835-1,Robo Champ,Super Heroes,119
2009,3836-1,Magikus,Super Heroes,109
2009,3837-1,Monster 4,Super Heroes,142
2009,3838-1,Lava Dragon,Super Heroes,136
2009,3839-1,Race 3000,Super Heroes,167
2009,3840-1,Pirate Code,Super Heroes,270
1973,384-1,London Bus,Legoland,110
2009,3841-1,Minotaurus,Super Heroes,223
2009,3842-1,Lunar Command,Super Heroes,277
2009,3843-1,Ramses Pyramid,Super Heroes,231
2009,3844-1,Creationary,Super Heroes,341
2010,3845-1,Shave a Sheep,Super Heroes,118
2010,3846-1,UFO Attack,Super Heroes,88
2010,3847-1,Magma Monster,Super Heroes,95
2010,3848-1,Pirate Plank,Super Heroes,122
2010,3849-1,Orient Bazaar,Super Heroes,216
2016,3850010-1,Pick A Model - Butterfly,Hero Factory,43
2017,3850031-1,Puffin,Hero Factory,50
2017,3850033-1,Guardsman,Hero Factory,44
2017,3850060-1,Fish Tank,Hero Factory,33
2018,3850065-1,Parisian Guy,Hero Factory,40
2019,3850070-1,Pick-a-Model - Ollie,Hero Factory,58
2019,3850072-1,Butterfly,Hero Factory,45
2010,3850-1,Meteor Strike,Super Heroes,185
1976,385-1,Jeep CJ-5,Legoland,58
2010,3851-1,Atlantis Treasure,Super Heroes,280
1990,385-2,Build-N-Store Chest,Service Packs,450
2011,3852-1,Sunblock,Super Heroes,80
2011,3853-1,Banana Balance,Super Heroes,49
2011,3854-1,Frog Rush,Super Heroes,107
2011,3855-1,Ramses Return,Super Heroes,99
2011,3856-1,Ninjago,Super Heroes,247
2011,3857-1,Draida Bay,Super Heroes,101
2011,3858-1,Waldurk Forest,Super Heroes,231
2011,3859-1,Caverns of Nathuz,Super Heroes,223
2011,3860-1,Castle Fortaan,Super Heroes,312
1976,386-1,Helicopter and Ambulance,LEGO Brand Store,142
2011,3861-1,LEGO Champion,Super Heroes,216
2010,3862-1,Hogwarts,Super Heroes,332
2012,3863-1,Kokoriko,Super Heroes,115
2012,3864-1,Mini Taurus,Super Heroes,165
2012,3865-1,City Alarm,Super Heroes,246
2012,3866-1,Star Wars Battle of Hoth,Super Heroes,305
2007,3870-1,Takeshi Walker 1,Vehicle,29
1976,387-1,Excavator and Dumper,Island Xtreme Stunts,159
2007,3871-1,Ha-Ya-To Walker,Vehicle,21
2007,3872-1,Robo Chopper,Vehicle,29
2012,3874-1,Ilrion,Super Heroes,245
2007,3885-1,Hikaru Little Flyer,Vehicle,22
2007,3885-2,Hikaru Little Flyer - Boxed Version,Vehicle,22
2007,3885-3,Hikaru Little Flyer - Duracell 12 pack AA Battery Promotion,Vehicle,1
2007,3886-1,Ryo Walker,Vehicle,19
2007,3886-2,Ryo Walker - Boxed Version,Vehicle,19
2007,3886-3,Ryo Walker - Duracell 12 pack AA Battery Promotion,Vehicle,1
1998,3888-1,Three Eights,Dino 2010,182
2000,3900-1,Bracelet,Town,20
1986,390-1,Helicopter,Service Packs,24
1975,390-2,1913 Cadillac,Exo-Force,199
1977,39-1,Motor Gearbox,Minitalia,1
1975,391-1,1926 Renault,Exo-Force,236
2000,3911-1,Astronaut Key Chain,Super Heroes,0
1986,391-2,Police Car,Service Packs,22
2013,391301-1,Ewar,Mindstorms,15
2013,391302-1,Razcal,Mindstorms,15
2000,3913-1,Darth Vader Key Chain,Super Heroes,0
2014,391401-1,Grumlo Promo Minifigure,Mindstorms,13
2014,391402-1,Speedorz Ramp,Mindstorms,25
2014,391403-1,"Tripod Cannon, Chi and Axe",Mindstorms,20
2014,391404-1,Worriz,Mindstorms,18
2014,391405-1,Crocodile Hideout,Mindstorms,29
2014,391406-1,Crug,Mindstorms,8
2014,391407-1,Fire Spinner,Mindstorms,21
2014,391408-1,Vornon,Mindstorms,11
2014,391409-1,Ice Prison,Mindstorms,17
2000,3914-1,Luke Skywalker Key Chain,Super Heroes,0
2014,391410-1,Sykor,Mindstorms,11
2014,391411-1,Ice Cannon,Mindstorms,27
2014,391412-1,Worriz,Mindstorms,9
2015,391501-1,Gorzan,Mindstorms,8
2015,391502-1,Ice Crossbow,Mindstorms,27
2015,391503-1,Lundor,Mindstorms,10
2015,391504-1,Fire vs Ice Weaponry,Mindstorms,38
2015,391505-1,Iceklaw,Mindstorms,8
2015,391506-1,Fire Catapult,Mindstorms,25
2015,391507-1,Stealthor,Mindstorms,8
2015,391508-1,Bulkar,Mindstorms,9
2000,3915-1,Race Car Driver Key Chain,Super Heroes,0
2000,3916-1,Rock Raider Key Chain,Super Heroes,0
2001,3917-1,2 x 4 Brick - Red Key Chain,Super Heroes,0
2002,3918-1,Coast Guard Female Key Chain,Super Heroes,0
2012,3920-1,The Hobbit,Super Heroes,394
1975,392-1,Formula 1,Exo-Force,196
1986,392-2,Fire Engine,Service Packs,30
2000,3922-1,Darth Maul Key Chain,Super Heroes,0
2000,3923-1,King Leo Key Chain,Super Heroes,0
2001,3924-1,Director Key Chain,Super Heroes,0
2002,3925-1,Brickster Key Chain,Super Heroes,0
2002,3926-1,Martian Key Chain,Super Heroes,0
2002,3928-1,Sandy Moondust Mars Rover Mission Astrobot Female,Racers,5
2002,3929-1,Biff Starling Mars Rover Mission Astrobot Male,Racers,5
2012,3930-1,Stephanie's Outdoor Bakery,Super Heroes,45
1976,393-1,Norton Motorcycle,Exo-Force,133
2012,3931-1,Emma's Splash Pool,Super Heroes,43
1986,393-2,Tow Truck,Service Packs,29
2012,3932-1,Andrea’s Stage,Super Heroes,87
2012,3933-1,Olivia's Invention Workshop,Super Heroes,86
2012,3934-1,Mia’s Puppy House,Super Heroes,83
2012,3935-1,Stephanie’s Pet Patrol,Super Heroes,73
2012,3936-1,Emma’s Fashion Design Studio,Super Heroes,81
2012,3937-1,Olivia's Speedboat,Super Heroes,65
2012,3938-1,Andrea's Bunny House,Super Heroes,64
2012,3939-1,Mia's Bedroom,Super Heroes,87
1976,394-1,Harley-Davidson 1000cc,Exo-Force,142
2012,3942-1,Heartlake Dog Show,Super Heroes,202
2001,3948-1,Stormtrooper Key Chain,Super Heroes,0
1976,395-1,1909 Rolls-Royce,Exo-Force,283
1976,396-1,Thatcher Perkins Locomotive,Exo-Force,433
1998,3961-1,Johnny Thunder Key Chain,Super Heroes,0
1978,398-1,U.S.S. Constellation,Exo-Force,980
2002,3983-1,Captain Roger Key Chain,Super Heroes,0
2010,4000000-1,Cars,Collectible Minifigures,0
2011,4000001-1,Moulding Machines,Collectible Minifigures,795
2011,4000002-1,LOM Moulding,Town,174
2012,4000004-1,Systematic Creativity Toolbox,Town,47
2012,4000005-1,KOM Moulding,Town,315
2012,4000006-1,Kladno Campus 2012,Town,278
2012,4000007-1,Ole Kirk's House (LEGO Employee Christmas Gift Version),Collectible Minifigures,910
2013,4000008-1,Villy Thomsen Truck,Collectible Minifigures,367
2013,4000009-1,HMV Production,Town,285
2009,40000-1,Santa Claus in the Snow,Advent,159
2014,4000010-1,LEGO House,Town,250
2014,4000011-1,Nyiregyhaza,Town,327
2012,4000012-1,Piper Airplane,Collectible Minifigures,618
2013,4000013-1,A LEGO Christmas Tale,Advent,435
2014,4000014-1,The LEGOLAND Train (LEGO Inside Tour Version),Collectible Minifigures,546
2014,4000014-2,The LEGOLAND Train (LEGO Fan Weekend Skaerbaek Version),Legoland,546
2014,4000014-3,The LEGOLAND Train (LEGOLAND Ambassador Pass Version),Legoland,546
2014,4000015-1,LOM Building B,Town,215
2014,4000016-1,Billund Airport,Freestyle,281
2015,4000018-1,Kladno Campus 2015,Town,412
2014,4000019-1,Brand Identity and Experience,Collectible Minifigures,103
2015,4000020-1,LEGO Inside Tour Exclusive 2015 Edition - H.C. Andersen's 'Clumsy Hans',Town,714
2016,4000022-1,LEGO Truck Show,Town,810
2016,4000023-1,Jiaxing Factory 2016,Town,407
2017,4000024-1,LEGO House Tree of Creativity,Freestyle,0
2018,4000025-1,Ferguson Tractor,Town,444
2018,4000026-1,Tree of Creativity,Freestyle,839
2018,4000028-1,House,Bionicle,64
2018,4000029-1,Windmill,Bionicle,45
2018,4000030-1,Truck,Building Set with People,44
2018,4000031-1,Exclusive T. Rex,Collectible Minifigures,70
2019,4000034-1,The LEGO System House,Collectible Minifigures,990
2009,40001-1,Santa Claus,Advent,42
2009,40002-1,Christmas Tree,Advent,61
2009,40003-1,Snowman,Advent,44
2010,40004-1,Heart 2010,Advent Sub-Set,26
2010,40005-1,Bunny,Advent,81
2010,40008-1,Snowman,Advent,64
2010,40009-1,Holiday,Advent,85
1977,400-1,Universal Building Set,Town,317
2010,40010-1,Santa with Sleigh,Advent,71
2010,40011-1,Thanksgiving Turkey,Advent Sub-Set,52
2010,40012-1,Halloween Pumpkin,Advent,18
2010,40013-1,Halloween Ghost,Advent,18
2010,40014-1,Halloween Bat,Advent,25
2011,40015-1,Heart Book,Castle,51
2011,40016-1,Valentine Letter Set,Advent Sub-Set,41
2011,40017-1,Easter Basket,Advent,86
2011,40018-1,Easter Bunny with Eggs,Advent,95
2011,40019-1,Brickley,Creator,59
2011,40020-1,Halloween Set,Advent,71
2015,4002014-1,LEGO HUB Birds,Town,466
2015,4002015-1,Borkum Riffgrund 1,Collectible Minifigures,558
2016,4002016-1,50 Years On Track,Town,1142
2017,4002017-1,2017 Employee Gift - Nutcracker,Collectible Minifigures,729
2018,4002018-1,Employee Christmas Gift 2018,Collectible Minifigures,1099
1996,4002-1,Riptide Racer,Bionicle,53
2011,40021-1,Spiders Set,Advent,54
2011,40022-1,Mini Santa Set,Advent,72
2011,40023-1,Holiday Stocking,Advent,76
2011,40024-1,Christmas Tree,Advent,77
2012,40025-1,Yellow Cab,Creator,43
2012,40026-1,Statue of Liberty,Freestyle,39
2011,40028-1,Mini Hogwarts Express,Train,64
2012,40029-1,Heart 2012,Castle,51
1966,400-3,Small Wheels with Axles (The Building Toy),Bionicle,12
2012,40030-1,Duck with Ducklings,Advent,50
2012,40031-1,Bunny and Chick,Advent,52
2012,40032-1,Witch,Advent,71
2012,40033-1,Turkey,Advent Sub-Set,52
2012,40034-1,Christmas Train,Advent,82
2012,40035-1,Rocking Horse,Advent,49
2012,40036-1,Cobra,Hero Factory,37
2012,40037-1,Hockey Player,Hero Factory,43
2012,40038-1,Monthly Mini Model Build March 2012 - Garden and Earthworm,Hero Factory,33
2012,40039-1,Monthly Mini Model Build May 2012 - Tulip,Hero Factory,16
1963,400-4,Small Wheels with Axles (System),Bionicle,12
2012,40040-1,Monthly Mini Model Build July 2012 - Olympic Flame,Hero Factory,15
2012,40041-1,Monthly Mini Model Build December 2012 - Moose,Hero Factory,27
2012,40042-1,Monthly Mini Model Build October 2012 - Cat,Hero Factory,25
2012,40043-1,Duck,Hero Factory,24
2012,40044-1,Monthly Mini Model Build June 2012 - Lawnmower,Hero Factory,25
2012,40045-1,Monthly Mini Model Build August 2012 - Shark,Hero Factory,27
2013,40045-2,"Monthly Mini Model Build Set - 2013 August, Shark [Europe]",Hero Factory,27
2012,40047-1,Monthly Mini Model Build September 2012 - Owl,Hero Factory,41
2012,40048-1,Birthday Cake,Castle,24
2012,40049-1,Mini Sopwith Camel,Creator,65
1982,4005-1,Tug Boat,Bionicle,65
2013,40051-1,Valentine’s Day Heart Box,Advent Sub-Set,54
2013,40052-1,Springtime Scene,Castle,88
2013,40053-1,Easter Bunny with Basket,Advent,96
2013,40054-1,Summer Scene,Castle,40
2013,40055-1,Pumpkin,Advent,52
2013,40056-1,Thanksgiving Feast,Advent Sub-Set,46
2013,40057-1,Fall Scene,Castle,72
2013,40058-1,Decorating The Tree,Advent,110
2013,40059-1,Santa's Sleigh,Advent,77
2013,40061-1,Igloo,Hero Factory,40
2013,40062-1,Monthly Mini Model Build Set February 2013 - Log Cabin,Hero Factory,59
